,conv_filters1,conv_kernelSize1,conv_strides1,conv_activation1,pool_type1,pool_size1,pool_strides1,pool_momentum1,drop_value1,dense_num
331,80.0,10.0,1.0,3.0,1.0,2.0,10.0,0.5,0.5,100.0
332,10.0,2.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,100.0
333,80.0,2.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,100.0
334,10.0,10.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,100.0
335,80.0,10.0,10.0,3.0,1.0,2.0,10.0,0.5,0.5,100.0
336,10.0,2.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
337,80.0,2.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
338,10.0,10.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
339,80.0,10.0,1.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
340,10.0,2.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
341,80.0,2.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
342,10.0,10.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
343,80.0,10.0,10.0,1.0,3.0,2.0,10.0,0.5,0.5,100.0
344,10.0,2.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
345,80.0,2.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
346,10.0,10.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
347,80.0,10.0,1.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
348,10.0,2.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
349,80.0,2.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
350,10.0,10.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
351,80.0,10.0,10.0,3.0,3.0,2.0,10.0,0.5,0.5,100.0
352,10.0,2.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
353,80.0,2.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
354,10.0,10.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
355,80.0,10.0,1.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
356,10.0,2.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
357,80.0,2.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
358,10.0,10.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
359,80.0,10.0,10.0,1.0,1.0,10.0,10.0,0.5,0.5,100.0
360,10.0,2.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
361,80.0,2.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
362,10.0,10.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
363,80.0,10.0,1.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
364,10.0,2.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
365,80.0,2.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
366,10.0,10.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
367,80.0,10.0,10.0,3.0,1.0,10.0,10.0,0.5,0.5,100.0
368,10.0,2.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
369,80.0,2.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
370,10.0,10.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
371,80.0,10.0,1.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
372,10.0,2.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
373,80.0,2.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
374,10.0,10.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
375,80.0,10.0,10.0,1.0,3.0,10.0,10.0,0.5,0.5,100.0
376,10.0,2.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
377,80.0,2.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
378,10.0,10.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
379,80.0,10.0,1.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
380,10.0,2.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
381,80.0,2.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
382,10.0,10.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
383,80.0,10.0,10.0,3.0,3.0,10.0,10.0,0.5,0.5,100.0
384,10.0,2.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
385,80.0,2.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
386,10.0,10.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
387,80.0,10.0,1.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
388,10.0,2.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
389,80.0,2.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
390,10.0,10.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
391,80.0,10.0,10.0,1.0,1.0,2.0,1.0,0.95,0.5,100.0
392,10.0,2.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
393,80.0,2.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
394,10.0,10.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
395,80.0,10.0,1.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
396,10.0,2.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
397,80.0,2.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
398,10.0,10.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
399,80.0,10.0,10.0,3.0,1.0,2.0,1.0,0.95,0.5,100.0
400,10.0,2.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
401,80.0,2.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
402,10.0,10.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
403,80.0,10.0,1.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
404,10.0,2.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
405,80.0,2.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
406,10.0,10.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
407,80.0,10.0,10.0,1.0,3.0,2.0,1.0,0.95,0.5,100.0
408,10.0,2.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
409,80.0,2.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
410,10.0,10.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
411,80.0,10.0,1.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
412,10.0,2.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
413,80.0,2.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
414,10.0,10.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
415,80.0,10.0,10.0,3.0,3.0,2.0,1.0,0.95,0.5,100.0
416,10.0,2.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
417,80.0,2.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
418,10.0,10.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
419,80.0,10.0,1.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
420,10.0,2.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
421,80.0,2.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
422,10.0,10.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
423,80.0,10.0,10.0,1.0,1.0,10.0,1.0,0.95,0.5,100.0
424,10.0,2.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
425,80.0,2.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
426,10.0,10.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
427,80.0,10.0,1.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
428,10.0,2.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
429,80.0,2.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
430,10.0,10.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
431,80.0,10.0,10.0,3.0,1.0,10.0,1.0,0.95,0.5,100.0
432,10.0,2.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
433,80.0,2.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
434,10.0,10.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
435,80.0,10.0,1.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
436,10.0,2.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
437,80.0,2.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
438,10.0,10.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
439,80.0,10.0,10.0,1.0,3.0,10.0,1.0,0.95,0.5,100.0
440,10.0,2.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
441,80.0,2.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
442,10.0,10.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
443,80.0,10.0,1.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
444,10.0,2.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
445,80.0,2.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
446,10.0,10.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
447,80.0,10.0,10.0,3.0,3.0,10.0,1.0,0.95,0.5,100.0
448,10.0,2.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
449,80.0,2.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
450,10.0,10.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
451,80.0,10.0,1.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
452,10.0,2.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
453,80.0,2.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
454,10.0,10.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
455,80.0,10.0,10.0,1.0,1.0,2.0,10.0,0.95,0.5,100.0
456,10.0,2.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
457,80.0,2.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
458,10.0,10.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
459,80.0,10.0,1.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
460,10.0,2.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
461,80.0,2.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
462,10.0,10.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
463,80.0,10.0,10.0,3.0,1.0,2.0,10.0,0.95,0.5,100.0
464,10.0,2.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
465,80.0,2.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
466,10.0,10.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
467,80.0,10.0,1.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
468,10.0,2.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
469,80.0,2.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
470,10.0,10.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
471,80.0,10.0,10.0,1.0,3.0,2.0,10.0,0.95,0.5,100.0
472,10.0,2.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,100.0
473,80.0,2.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,100.0
474,10.0,10.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,100.0
475,80.0,10.0,1.0,3.0,3.0,2.0,10.0,0.95,0.5,100.0
476,10.0,2.0,10.0,3.0,3.0,2.0,10.0,0.95,0.5,100.0
